-----------------------------------------
now: 2018-01-31 10:32:42.458732
data:
 0.16|-0.80|-0.55| 0.98
 0.18|-0.80|-0.62| 1.02
 0.15|-0.78|-0.63| 1.01
 0.14|-0.77|-0.58| 0.97
 0.14|-0.78|-0.59| 0.98
 0.12|-0.76|-0.64| 1.00
 0.10|-0.75|-0.62| 0.97
 0.10|-0.75|-0.64| 0.99
 0.08|-0.74|-0.68| 1.00
 0.05|-0.70|-0.70| 0.99
 0.04|-0.70|-0.69| 0.98
 0.01|-0.67|-0.70| 0.97
 0.02|-0.67|-0.75| 1.00
-0.01|-0.65|-0.76| 1.00
-0.01|-0.65|-0.75| 0.99
 0.00|-0.65|-0.77| 1.01
 0.00|-0.64|-0.78| 1.01
-0.00|-0.64|-0.76| 0.99
-0.01|-0.63|-0.78| 1.00
 0.00|-0.63|-0.78| 1.00
 0.01|-0.64|-0.78| 1.01
-0.01|-0.63|-0.78| 1.00
-0.01|-0.61|-0.78| 0.99
-0.01|-0.62|-0.78| 0.99
-0.01|-0.61|-0.78| 0.99
-0.01|-0.61|-0.78| 0.98
-0.00|-0.60|-0.77| 0.97
 0.00|-0.57|-0.75| 0.94
 0.02|-0.55|-0.73| 0.91
 0.09|-0.47|-0.68| 0.84
 0.24|-0.50|-0.69| 0.88
 0.36|-0.58|-0.64| 0.94
 0.54|-0.70|-0.67| 1.11
 0.60|-0.70|-0.65| 1.13
 0.65|-0.73|-0.58| 1.13
 0.71|-0.74|-0.44| 1.11
 0.77|-0.82|-0.35| 1.18
 0.72|-0.79|-0.26| 1.10
 0.74|-0.83|-0.21| 1.13
 0.67|-0.78|-0.14| 1.04
 0.62|-0.72|-0.15| 0.96
 0.59|-0.78|-0.12| 0.99
 0.57|-0.76|-0.09| 0.96
 0.58|-0.82|-0.07| 1.01
 0.54|-0.82|-0.03| 0.98
 0.55|-0.86|-0.01| 1.02
 0.53|-0.86|-0.01| 1.01
 0.46|-0.82| 0.00| 0.94
 0.49|-0.87| 0.03| 1.00
 0.51|-0.92| 0.03| 1.05
 0.46|-0.90| 0.08| 1.01
 0.41|-0.88| 0.10| 0.98
 0.41|-0.89| 0.08| 0.99
 0.37|-0.89| 0.05| 0.97
 0.37|-0.90| 0.02| 0.97
-----------------------------------------
