-----------------------------------------
now: 2018-01-25 18:27:58.630612
data:
x: 0.23|y:-0.20|z:-0.45|abs: 0.54
x: 0.34|y:-0.04|z:-0.39|abs: 0.52
x: 0.40|y: 0.15|z:-0.40|abs: 0.58
x:-0.59|y: 0.58|z:-0.31|abs: 0.89
x:-1.10|y: 0.83|z: 0.06|abs: 1.38
x: 0.53|y: 0.13|z: 0.27|abs: 0.61
x: 1.19|y:-0.53|z:-1.03|abs: 1.66
x:-0.01|y: 0.14|z:-1.54|abs: 1.55
x:-0.77|y: 0.67|z: 0.55|abs: 1.16
x: 0.39|y: 0.11|z: 1.33|abs: 1.39
x: 0.92|y:-0.21|z:-0.73|abs: 1.19
x:-0.43|y: 0.39|z:-1.34|abs: 1.46
x:-0.65|y: 0.64|z: 0.55|abs: 1.06
x: 0.29|y: 0.02|z: 1.29|abs: 1.32
x: 0.41|y: 0.01|z:-0.51|abs: 0.65
x:-0.21|y: 0.13|z:-1.20|abs: 1.23
x:-0.46|y: 0.48|z: 0.25|abs: 0.71
x: 0.60|y:-0.26|z: 0.59|abs: 0.88
x: 0.09|y:-0.14|z:-1.48|abs: 1.49
x:-0.44|y: 0.54|z: 0.14|abs: 0.71
x: 0.65|y:-0.37|z: 1.15|abs: 1.37
x: 0.04|y:-0.08|z:-1.55|abs: 1.56
x:-0.39|y: 0.65|z:-0.21|abs: 0.79
x: 0.60|y:-0.38|z: 1.19|abs: 1.38
x:-0.12|y: 0.12|z:-1.29|abs: 1.30
x:-0.19|y: 0.37|z:-0.43|abs: 0.60
x: 0.55|y:-0.45|z: 0.96|abs: 1.19
x:-0.31|y: 0.40|z:-0.91|abs: 1.05
x: 0.15|y: 0.03|z:-0.54|abs: 0.56
x: 0.12|y: 0.14|z:-0.50|abs: 0.54
x:-0.07|y: 0.26|z: 0.47|abs: 0.54
x:-0.17|y: 0.24|z: 0.65|abs: 0.71
x:-0.17|y: 0.28|z: 0.56|abs: 0.65
x:-0.08|y: 0.27|z: 0.45|abs: 0.53
x:-0.12|y: 0.30|z: 0.51|abs: 0.61
x:-0.16|y: 0.33|z: 0.48|abs: 0.60
x:-0.12|y: 0.36|z: 0.39|abs: 0.55
x:-0.07|y: 0.36|z: 0.38|abs: 0.53
x: 0.12|y: 0.41|z: 0.30|abs: 0.52
x: 0.44|y: 0.56|z: 0.12|abs: 0.72
x: 0.66|y: 0.67|z:-0.07|abs: 0.94
x: 0.54|y: 0.72|z:-0.18|abs: 0.92
x: 0.27|y: 0.43|z:-1.31|abs: 1.41
x: 0.38|y: 0.25|z:-1.44|abs: 1.51
x: 0.41|y: 0.32|z:-0.81|abs: 0.96
x: 0.21|y: 0.05|z:-0.47|abs: 0.52
x: 0.38|y: 0.08|z:-0.62|abs: 0.74
x: 0.41|y: 0.24|z:-0.55|abs: 0.73
x: 0.38|y: 0.30|z:-0.44|abs: 0.65
x: 0.37|y: 0.43|z:-0.41|abs: 0.70
x: 0.31|y: 0.69|z:-0.17|abs: 0.77
x: 0.24|y: 0.79|z:-0.06|abs: 0.83
x: 0.22|y: 0.91|z: 0.14|abs: 0.95
x: 0.11|y: 0.75|z: 0.65|abs: 0.99
x:-0.10|y: 0.39|z: 0.93|abs: 1.01
x:-0.11|y: 0.14|z: 0.86|abs: 0.88
x: 0.27|y:-0.25|z:-0.39|abs: 0.54
x: 0.60|y:-0.33|z:-0.82|abs: 1.07
x: 0.86|y:-0.42|z:-1.19|abs: 1.52
x: 0.56|y: 0.12|z:-0.91|abs: 1.08
x: 0.48|y: 0.29|z:-0.54|abs: 0.78
x: 0.34|y: 0.68|z:-0.44|abs: 0.87
x: 0.16|y: 0.95|z:-0.12|abs: 0.97
x:-0.03|y: 1.13|z:-0.20|abs: 1.14
x:-0.11|y: 1.12|z:-0.23|abs: 1.15
x:-0.26|y: 1.17|z:-0.19|abs: 1.21
x:-0.65|y: 1.25|z:-0.27|abs: 1.43
x:-0.92|y: 1.22|z:-0.22|abs: 1.54
x:-0.75|y: 1.17|z:-0.27|abs: 1.41
x:-0.13|y: 1.22|z:-0.15|abs: 1.23
x: 0.17|y: 1.44|z:-0.06|abs: 1.45
x: 0.62|y: 1.56|z:-0.15|abs: 1.69
x: 1.57|y: 1.01|z: 0.07|abs: 1.87
x: 1.53|y: 0.33|z:-0.36|abs: 1.61
x: 1.93|y:-0.15|z:-0.65|abs: 2.04
x: 2.05|y:-0.70|z:-0.59|abs: 2.25
x: 1.55|y:-0.62|z:-0.45|abs: 1.73
x: 1.20|y:-0.43|z:-0.39|abs: 1.33
x: 0.93|y:-0.09|z:-0.07|abs: 0.94
x: 0.72|y: 0.13|z:-0.02|abs: 0.73
x: 0.45|y: 0.40|z:-0.02|abs: 0.60
x: 0.31|y: 0.70|z: 0.08|abs: 0.77
x: 0.47|y: 0.79|z:-0.10|abs: 0.92
x: 0.57|y: 0.98|z:-0.18|abs: 1.15
x: 0.43|y: 1.03|z:-0.41|abs: 1.19
x: 0.19|y: 0.92|z:-0.50|abs: 1.06
x:-0.33|y: 0.91|z:-0.62|abs: 1.15
x:-0.78|y: 0.79|z:-0.58|abs: 1.25
x:-0.50|y: 0.62|z:-0.24|abs: 0.83
x:-0.12|y: 0.56|z:-0.29|abs: 0.64
x:-0.17|y: 0.72|z:-0.41|abs: 0.84
x: 0.06|y: 0.82|z:-0.38|abs: 0.90
x: 0.54|y: 0.92|z:-0.51|abs: 1.18
x: 1.17|y: 0.50|z:-0.47|abs: 1.36
x: 1.05|y: 0.04|z:-0.57|abs: 1.19
x: 0.70|y:-0.26|z:-0.60|abs: 0.96
x: 0.50|y:-0.30|z:-0.43|abs: 0.72
-----------------------------------------
