-----------------------------------------
now: 2018-01-25 18:50:51.312560
data:
x: 0.19|y: 0.26|z:-0.58|abs: 0.67
x:-0.03|y: 0.60|z:-0.53|abs: 0.80
x:-0.09|y: 0.28|z: 0.52|abs: 0.60
x:-0.19|y:-0.07|z: 1.02|abs: 1.04
x:-0.15|y: 0.06|z: 0.92|abs: 0.93
x:-0.01|y: 0.17|z:-0.77|abs: 0.78
x: 0.04|y: 0.14|z:-0.69|abs: 0.70
x:-0.04|y:-0.04|z: 0.75|abs: 0.75
x:-0.04|y:-0.08|z: 1.15|abs: 1.15
x:-0.14|y: 0.13|z: 0.67|abs: 0.70
x:-0.04|y: 0.34|z:-0.53|abs: 0.63
x: 0.02|y: 0.25|z:-0.78|abs: 0.82
x: 0.08|y:-0.17|z: 0.49|abs: 0.53
x: 0.05|y:-0.13|z: 0.90|abs: 0.91
x:-0.03|y: 0.10|z: 0.66|abs: 0.67
x:-0.01|y: 0.38|z:-1.00|abs: 1.07
x:-0.09|y: 0.38|z:-1.58|abs: 1.62
x: 0.02|y: 0.06|z:-0.66|abs: 0.66
x: 0.18|y:-0.27|z: 0.92|abs: 0.98
x: 0.18|y:-0.22|z: 1.45|abs: 1.47
x: 0.14|y: 0.08|z: 1.02|abs: 1.04
x: 0.03|y: 0.33|z:-0.51|abs: 0.61
x:-0.13|y: 0.29|z:-1.04|abs: 1.09
x:-0.04|y: 0.10|z:-1.09|abs: 1.09
x: 0.01|y: 0.01|z:-0.71|abs: 0.71
x: 0.14|y:-0.00|z: 0.87|abs: 0.88
x: 0.14|y:-0.05|z: 1.28|abs: 1.29
x: 0.03|y: 0.08|z: 0.95|abs: 0.95
x:-0.12|y: 0.33|z:-1.56|abs: 1.60
x:-0.13|y: 0.13|z:-1.11|abs: 1.12
x: 0.12|y:-0.15|z: 1.19|abs: 1.21
x: 0.19|y:-0.06|z: 1.46|abs: 1.47
x: 0.12|y: 0.15|z: 0.61|abs: 0.64
x:-0.12|y: 0.44|z:-1.14|abs: 1.23
x:-0.12|y: 0.19|z:-1.04|abs: 1.07
x:-0.43|y:-0.00|z:-0.60|abs: 0.74
x:-0.40|y: 0.22|z:-0.90|abs: 1.01
x:-0.19|y: 0.48|z:-0.73|abs: 0.89
x: 0.37|y: 1.04|z:-0.54|abs: 1.23
x: 0.52|y: 1.14|z:-0.02|abs: 1.25
x: 0.42|y: 0.87|z: 0.10|abs: 0.97
x: 1.05|y: 0.11|z:-0.00|abs: 1.06
x: 1.94|y:-0.18|z: 0.07|abs: 1.95
x: 1.42|y: 0.46|z: 0.22|abs: 1.50
x: 0.44|y: 1.16|z: 0.22|abs: 1.26
x: 0.01|y: 1.27|z:-0.65|abs: 1.42
x:-0.82|y: 0.77|z:-2.35|abs: 2.61
x: 0.29|y: 0.88|z:-1.38|abs: 1.66
x: 0.99|y: 0.20|z: 0.87|abs: 1.33
x: 1.61|y:-0.24|z: 2.30|abs: 2.82
x: 0.37|y: 0.89|z: 0.13|abs: 0.97
x:-0.78|y: 0.59|z:-1.81|abs: 2.06
x: 0.16|y: 0.33|z:-1.77|abs: 1.81
x: 0.58|y:-0.23|z: 1.73|abs: 1.84
x: 0.42|y: 0.06|z: 1.02|abs: 1.11
x:-0.13|y: 0.23|z:-0.46|abs: 0.53
x: 0.02|y: 0.21|z:-1.21|abs: 1.23
x: 0.18|y:-0.01|z: 0.86|abs: 0.88
x:-0.05|y: 0.07|z:-0.64|abs: 0.64
x:-0.02|y: 0.10|z:-0.63|abs: 0.64
x: 0.09|y: 0.23|z:-0.78|abs: 0.82
x: 0.09|y: 0.32|z:-0.41|abs: 0.53
x: 0.54|y:-0.14|z: 0.81|abs: 0.98
x: 1.00|y: 0.13|z: 1.11|abs: 1.50
x: 0.02|y: 0.63|z:-0.20|abs: 0.67
x:-0.55|y: 0.27|z:-2.15|abs: 2.24
x: 0.64|y: 0.07|z:-0.14|abs: 0.66
x: 0.65|y:-0.10|z: 1.82|abs: 1.94
x: 0.46|y: 0.25|z: 0.55|abs: 0.76
x:-0.56|y: 0.23|z:-1.74|abs: 1.85
x: 0.27|y: 0.20|z:-0.89|abs: 0.95
x: 0.63|y:-0.10|z: 1.52|abs: 1.64
x: 0.44|y: 0.28|z: 0.45|abs: 0.69
x:-0.61|y: 0.27|z:-1.45|abs: 1.59
