-----------------------------------------
now: 2018-01-31 10:32:51.798717
data:
 0.49|-0.57|-0.65| 1.00
 0.47|-0.51|-0.72| 1.00
 0.45|-0.49|-0.75| 1.01
 0.44|-0.48|-0.73| 0.98
 0.47|-0.43|-0.78| 1.01
 0.46|-0.41|-0.84| 1.05
 0.47|-0.42|-0.82| 1.04
 0.47|-0.40|-0.77| 0.99
 0.47|-0.42|-0.73| 0.97
 0.46|-0.39|-0.76| 0.98
 0.47|-0.42|-0.83| 1.04
 0.49|-0.48|-0.92| 1.15
 0.39|-0.42|-0.85| 1.02
 0.36|-0.44|-0.74| 0.93
 0.41|-0.48|-0.81| 1.03
 0.39|-0.46|-0.84| 1.04
 0.33|-0.41|-0.82| 0.98
 0.33|-0.42|-0.82| 0.98
 0.36|-0.46|-0.83| 1.02
 0.34|-0.46|-0.83| 1.00
 0.29|-0.45|-0.80| 0.96
 0.31|-0.48|-0.80| 0.99
 0.34|-0.53|-0.91| 1.11
 0.37|-0.53|-0.87| 1.08
 0.39|-0.59|-0.85| 1.11
 0.19|-0.60|-0.77| 0.99
 0.12|-0.53|-0.71| 0.90
 0.03|-0.45|-0.78| 0.90
 0.00|-0.41|-0.92| 1.01
-0.06|-0.37|-0.90| 0.98
-0.13|-0.35|-0.83| 0.91
-0.07|-0.39|-0.89| 0.97
-0.07|-0.36|-0.86| 0.94
-0.08|-0.40|-0.96| 1.04
-0.09|-0.37|-0.90| 0.98
-0.14|-0.31|-0.90| 0.96
-0.24|-0.23|-0.95| 1.01
-0.33|-0.11|-0.95| 1.01
-0.46| 0.01|-0.89| 1.00
-0.50| 0.05|-0.86| 0.99
-0.47| 0.04|-0.93| 1.05
-0.33|-0.05|-0.92| 0.98
-0.31|-0.07|-0.88| 0.93
-0.21|-0.14|-0.98| 1.01
-0.03|-0.21|-1.03| 1.06
 0.02|-0.24|-1.00| 1.03
 0.06|-0.33|-1.01| 1.07
 0.08|-0.38|-0.93| 1.01
 0.12|-0.35|-0.88| 0.95
 0.00|-0.33|-0.89| 0.95
-0.01|-0.30|-1.00| 1.05
 0.05|-0.28|-0.91| 0.95
 0.10|-0.33|-0.95| 1.01
 0.09|-0.37|-0.95| 1.02
 0.09|-0.34|-0.90| 0.97
 0.09|-0.36|-0.91| 0.98
 0.11|-0.33|-0.94| 1.00
 0.10|-0.35|-0.96| 1.02
 0.08|-0.35|-0.92| 0.99
 0.08|-0.34|-0.94| 1.00
 0.09|-0.34|-0.94| 1.00
 0.08|-0.33|-0.93| 0.99
 0.09|-0.33|-0.95| 1.01
 0.09|-0.33|-0.94| 1.00
 0.09|-0.35|-0.92| 0.99
 0.10|-0.34|-0.94| 1.01
 0.09|-0.34|-0.92| 0.99
 0.09|-0.34|-0.93| 1.00
 0.06|-0.33|-0.93| 0.98
 0.07|-0.33|-0.94| 1.00
 0.09|-0.33|-0.95| 1.01
 0.10|-0.34|-0.93| 1.00
 0.12|-0.36|-0.94| 1.01
 0.11|-0.35|-0.93| 1.00
 0.10|-0.34|-0.93| 1.00
 0.10|-0.35|-0.94| 1.00
 0.09|-0.34|-0.93| 0.99
 0.09|-0.34|-0.94| 1.00
 0.09|-0.33|-0.93| 0.99
 0.09|-0.34|-0.94| 1.00
 0.10|-0.34|-0.94| 1.00
 0.09|-0.34|-0.93| 1.00
 0.09|-0.34|-0.93| 1.00
 0.09|-0.34|-0.93| 0.99
 0.09|-0.33|-0.95| 1.01
 0.09|-0.33|-0.92| 0.98
 0.10|-0.33|-0.95| 1.01
 0.10|-0.33|-0.94| 1.00
 0.09|-0.34|-0.92| 0.99
 0.08|-0.34|-0.94| 1.00
 0.08|-0.33|-0.93| 1.00
 0.09|-0.33|-0.94| 1.00
 0.10|-0.36|-0.99| 1.05
 0.12|-0.37|-0.98| 1.06
 0.13|-0.35|-0.96| 1.03
 0.13|-0.45|-0.78| 0.91
 0.06|-0.36|-0.94| 1.01
 0.13|-0.37|-1.01| 1.09
 0.12|-0.40|-0.78| 0.89
 0.16|-0.42|-0.69| 0.83
 0.31|-0.55|-0.83| 1.04
 0.33|-0.54|-0.84| 1.06
 0.41|-0.45|-0.67| 0.91
 0.45|-0.33|-0.85| 1.01
 0.51|-0.34|-0.81| 1.01
 0.44|-0.36|-0.80| 0.99
 0.52|-0.43|-0.75| 1.01
 0.62|-0.40|-0.83| 1.11
 0.61|-0.45|-0.68| 1.02
 0.54|-0.47|-0.59| 0.93
 0.69|-0.49|-0.60| 1.04
 0.68|-0.55|-0.60| 1.06
 0.62|-0.53|-0.54| 0.98
 0.63|-0.54|-0.59| 1.02
 0.69|-0.57|-0.67| 1.12
 0.67|-0.47|-0.60| 1.02
 0.56|-0.63|-0.58| 1.02
 0.65|-0.57|-0.55| 1.02
 0.52|-0.51|-0.53| 0.90
 0.51|-0.59|-0.52| 0.94
 0.47|-0.62|-0.55| 0.95
 0.49|-0.60|-0.55| 0.95
 0.50|-0.60|-0.61| 0.99
 0.44|-0.55|-0.66| 0.97
 0.41|-0.50|-0.71| 0.96
 0.36|-0.48|-0.81| 1.01
 0.32|-0.43|-0.85| 1.00
 0.26|-0.40|-0.88| 1.00
 0.23|-0.31|-0.92| 1.00
 0.19|-0.28|-0.98| 1.03
 0.16|-0.23|-0.94| 0.98
 0.07|-0.22|-1.04| 1.06
 0.00|-0.17|-1.00| 1.01
-0.08|-0.14|-1.03| 1.05
-0.07|-0.05|-0.95| 0.95
-0.09|-0.08|-0.90| 0.91
-0.12|-0.18|-1.10| 1.12
-0.15|-0.13|-1.04| 1.06
-0.16|-0.09|-1.07| 1.09
-0.16|-0.05|-1.21| 1.22
-0.51|-0.17|-0.79| 0.96
-0.43|-0.36|-0.48| 0.74
-0.42|-0.49|-0.48| 0.80
-0.33|-0.54|-0.77| 0.99
-0.29|-0.51|-0.90| 1.07
-0.35|-0.39|-0.80| 0.96
-0.44|-0.41|-0.79| 1.00
-0.42|-0.40|-0.93| 1.10
-0.46|-0.29|-0.97| 1.11
-0.43|-0.32|-0.87| 1.02
-0.41|-0.35|-0.78| 0.95
-0.44|-0.37|-0.76| 0.95
-0.39|-0.36|-0.83| 0.99
-0.38|-0.37|-0.87| 1.02
-0.39|-0.38|-0.85| 1.01
-0.40|-0.37|-0.86| 1.02
-0.38|-0.39|-0.84| 1.00
-0.37|-0.40|-0.84| 1.00
-0.36|-0.41|-0.88| 1.03
-0.35|-0.41|-0.86| 1.02
-0.37|-0.40|-0.89| 1.04
-0.38|-0.42|-0.81| 0.99
-0.41|-0.45|-0.60| 0.86
-0.39|-0.46|-0.79| 0.99
-0.39|-0.42|-0.80| 0.99
-0.37|-0.43|-0.81| 0.99
-0.40|-0.43|-0.81| 1.00
-0.41|-0.40|-0.81| 0.99
-0.40|-0.38|-0.86| 1.02
-0.41|-0.37|-0.84| 1.01
-0.41|-0.39|-0.82| 0.99
-0.38|-0.39|-0.87| 1.03
-0.38|-0.38|-0.87| 1.02
-0.39|-0.39|-0.81| 0.98
-0.39|-0.41|-0.82| 1.00
-0.38|-0.39|-0.86| 1.02
-0.38|-0.40|-0.88| 1.03
-0.42|-0.39|-0.80| 0.99
-0.39|-0.39|-0.91| 1.06
-0.42|-0.42|-0.84| 1.03
-0.44|-0.41|-0.71| 0.93
-0.43|-0.46|-0.64| 0.89
-0.43|-0.46|-0.78| 1.00
-----------------------------------------
