-----------------------------------------
now: 2018-01-31 10:26:01.140616
data:
-0.24| 0.19| 0.61| 0.68
-0.11|-0.02| 1.39| 1.39
-0.26| 0.26| 0.91| 0.98
-0.25| 0.35| 0.30| 0.53
 0.02| 0.24|-0.74| 0.78
-0.04| 0.09|-0.82| 0.83
 0.07|-0.31| 0.71| 0.78
 0.01|-0.16| 0.51| 0.54
-0.45| 0.22| 0.18| 0.53
-0.02| 0.10|-0.72| 0.72
 0.31|-0.46| 0.59| 0.81
-0.36|-0.13| 0.67| 0.77
-0.34| 0.20|-0.42| 0.58
 0.46|-0.14|-0.71| 0.86
 0.27|-0.35| 0.50| 0.67
 0.01|-0.25| 0.68| 0.72
-0.51| 0.22| 0.24| 0.60
 0.36|-0.15|-0.42| 0.58
-----------------------------------------
