-----------------------------------------
now: 2018-01-25 18:27:01.624016
data:
x:-0.11|y:-0.60|z:-0.81|abs: 1.01
x:-0.11|y:-0.59|z:-0.79|abs: 0.99
x:-0.10|y:-0.58|z:-0.80|abs: 0.99
x:-0.10|y:-0.58|z:-0.80|abs: 0.99
x:-0.10|y:-0.59|z:-0.78|abs: 0.98
x:-0.09|y:-0.60|z:-0.79|abs: 0.99
x:-0.10|y:-0.58|z:-0.82|abs: 1.01
x:-0.10|y:-0.58|z:-0.79|abs: 0.99
x:-0.09|y:-0.60|z:-0.80|abs: 1.01
x:-0.10|y:-0.58|z:-0.81|abs: 1.00
x:-0.10|y:-0.57|z:-0.80|abs: 0.99
x:-0.09|y:-0.59|z:-0.80|abs: 1.00
x:-0.09|y:-0.59|z:-0.79|abs: 0.99
x:-0.10|y:-0.59|z:-0.80|abs: 1.00
x:-0.08|y:-0.58|z:-0.81|abs: 1.00
x:-0.09|y:-0.58|z:-0.81|abs: 1.00
x:-0.09|y:-0.59|z:-0.80|abs: 1.00
x:-0.08|y:-0.58|z:-0.81|abs: 1.00
x:-0.10|y:-0.57|z:-0.82|abs: 1.00
x:-0.09|y:-0.58|z:-0.80|abs: 0.99
x:-0.09|y:-0.58|z:-0.80|abs: 0.99
x:-0.09|y:-0.58|z:-0.82|abs: 1.00
x:-0.10|y:-0.59|z:-0.79|abs: 0.99
x:-0.08|y:-0.58|z:-0.80|abs: 1.00
x:-0.08|y:-0.58|z:-0.84|abs: 1.02
x:-0.09|y:-0.58|z:-0.80|abs: 0.99
x:-0.08|y:-0.57|z:-0.79|abs: 0.98
x:-0.07|y:-0.59|z:-0.82|abs: 1.01
x:-0.08|y:-0.58|z:-0.81|abs: 1.01
x:-0.09|y:-0.58|z:-0.80|abs: 0.99
x:-0.08|y:-0.58|z:-0.81|abs: 1.00
x:-0.08|y:-0.58|z:-0.80|abs: 0.99
x:-0.08|y:-0.58|z:-0.80|abs: 1.00
x:-0.08|y:-0.59|z:-0.81|abs: 1.00
x:-0.08|y:-0.58|z:-0.81|abs: 1.00
x:-0.08|y:-0.58|z:-0.82|abs: 1.01
x:-0.10|y:-0.57|z:-0.80|abs: 0.99
x:-0.10|y:-0.56|z:-0.82|abs: 1.00
x:-0.10|y:-0.57|z:-0.79|abs: 0.98
x:-0.08|y:-0.60|z:-0.79|abs: 0.99
x:-0.06|y:-0.59|z:-0.80|abs: 0.99
x:-0.09|y:-0.57|z:-0.82|abs: 1.01
x:-0.09|y:-0.58|z:-0.85|abs: 1.03
x:-0.08|y:-0.59|z:-0.85|abs: 1.04
x:-0.08|y:-0.55|z:-0.84|abs: 1.01
x:-0.11|y:-0.55|z:-0.82|abs: 1.00
x:-0.17|y:-0.57|z:-0.86|abs: 1.04
x:-0.09|y:-0.55|z:-0.81|abs: 0.98
x:-0.02|y:-0.54|z:-0.80|abs: 0.96
x:-0.02|y:-0.52|z:-0.86|abs: 1.00
x: 0.02|y:-0.51|z:-0.85|abs: 0.99
x: 0.06|y:-0.49|z:-0.79|abs: 0.94
x: 0.02|y:-0.49|z:-0.82|abs: 0.96
x: 0.04|y:-0.52|z:-0.88|abs: 1.02
x:-0.01|y:-0.52|z:-0.86|abs: 1.00
x: 0.01|y:-0.52|z:-0.89|abs: 1.04
x: 0.01|y:-0.52|z:-0.92|abs: 1.06
x:-0.05|y:-0.52|z:-0.86|abs: 1.00
x:-0.03|y:-0.53|z:-0.85|abs: 1.00
x:-0.01|y:-0.54|z:-0.83|abs: 0.99
x:-0.01|y:-0.57|z:-0.81|abs: 0.99
x:-0.02|y:-0.55|z:-0.80|abs: 0.98
x:-0.01|y:-0.55|z:-0.80|abs: 0.97
x: 0.01|y:-0.59|z:-0.80|abs: 1.00
x:-0.00|y:-0.60|z:-0.77|abs: 0.98
x:-0.03|y:-0.57|z:-0.82|abs: 1.00
x: 0.02|y:-0.60|z:-0.81|abs: 1.01
x: 0.06|y:-0.66|z:-0.82|abs: 1.05
x: 0.01|y:-0.59|z:-0.84|abs: 1.03
x:-0.06|y:-0.52|z:-0.81|abs: 0.97
x:-0.06|y:-0.53|z:-0.81|abs: 0.97
x:-0.08|y:-0.52|z:-0.82|abs: 0.97
x:-0.08|y:-0.53|z:-0.82|abs: 0.98
x:-0.07|y:-0.55|z:-0.79|abs: 0.96
